@id|amenity|name|fee|opening_hours|changing_table|@lat|@lon
12480903736|toilets||||yes|45.0572349|7.6122605
12480903764|toilets|||||45.0544380|7.6129286
12480903765|toilets|||||45.0544610|7.6129288
12481300888|toilets||yes|||44.7037058|8.0325106
12484171809|toilets||no|24/7||40.5346788|17.4317035
12486341552|toilets||||no|46.0687698|10.4290102
12487176017|toilets||yes|||45.5252956|10.2037689
12488111028|toilets|||||44.3891431|7.8229324
12496387870|toilets||||no|45.0395377|9.1326635
12504946335|toilets||no|"Mo-Fr 10:00-20:00, Sa 10:00-00:00, Su 10:00-22:00"|yes|44.1036593|9.8217183
12504973932|toilets|||||45.4607082|10.3193536
12509463832|toilets||no|||45.6052716|8.3760885
12513953133|toilets|||||46.2404832|8.3133308
12518385857|toilets||||yes|44.9755132|7.6583470
12518572163|toilets|||||44.2874972|8.4408474
12520167199|toilets|||||45.7924768|6.9639462
12522990141|toilets||no||yes|44.9814999|7.6443745
12527011717|toilets||||yes|45.0707975|7.6862285
12527818511|toilets|||||42.6221033|12.2540767
12532081067|toilets||yes|||40.7496244|14.4997924
12532495563|toilets|||||41.9018763|12.4975608
12535108910|toilets|||||39.3029856|16.2528107
12541518701|toilets|||||41.2301841|13.5671509
12541799095|toilets|||||43.0730456|13.6509948
12543407601|toilets|||||39.2155758|9.1041330
12544133434|toilets|||||37.3680156|14.3335432
12544867029|toilets||yes|||45.6975373|8.4598558
12551295567|toilets|||||39.2349557|9.1146312
12558547098|toilets|||||40.8868891|17.3865478
12560780798|toilets|||||37.7978463|12.4334984
12563565782|toilets||yes|||40.7047283|17.3406897
12563575540|toilets|||||40.9687113|17.1158471
12565295759|toilets||no|||45.4659052|12.5312627
12567663050|toilets|||||45.6271719|8.7122874
12570771935|toilets|||||42.7095659|11.0040027
12570771936|toilets|||||42.7101066|11.0049912
12587227140|toilets|||||45.5302598|9.1490457
12587227194|toilets|||||45.5487387|9.2073986
12587701494|toilets||||no|45.3171311|8.4140618
12589833438|toilets||yes|||45.1333080|10.0242249
12592796283|toilets||||yes|45.7371394|7.3704109
12594230139|toilets|||||43.7076364|10.4304457
12598636168|toilets|||||46.0138519|12.1893807
12598901409|toilets|||"Mo-Su 09:00-13:00, 16:00-19:00"||41.1635674|16.7467690
12606931306|toilets|||||45.7037883|8.7350057
12609319258|toilets|||||45.9605349|12.9680988
12610486541|toilets||yes|||41.8855220|12.5056135
12610858205|toilets|||||44.6851857|7.8949206
12613082167|toilets|||||43.1462462|13.0643961
12615794416|toilets|||||46.7283388|12.3355024
12615820008|toilets|||||46.7312346|12.3285800
12617669717|toilets|||||43.7274500|12.6339049
12618507208|toilets|||||43.8716549|7.5548777
12625856093|toilets|||||44.9877853|7.7534582
12628033380|toilets|||||40.5724907|8.3176297
12630691984|toilets|||||38.1544989|13.3400567
12630691985|toilets|||||38.1547347|13.3398943
12633639513|toilets|||||43.8797967|7.5152908
12635378035|toilets||||no|45.8227360|10.4651936
12639041080|toilets||no||no|40.5345496|18.0748642
12639148679|toilets|||||45.9022899|8.7350436
12641163385|toilets|||||36.7110392|14.7731704
12643034146|toilets|||||45.7712002|9.4531914
