@id|amenity|name|fee|opening_hours|changing_table|@lat|@lon
9543647875|toilets|||||45.5403843|9.0756408
9590032936|toilets|||||45.4651533|9.2645143
9611526843|toilets|||||45.5499562|9.0778369
9957514324|toilets|||||45.5478206|9.0793253
9969552653|toilets|||||45.5173822|9.1193921
10012855217|toilets||yes||yes|45.5248718|9.1900696
10015990117|toilets||yes|||45.5157787|9.1807493
10033363917|toilets||no||no|45.5029961|9.2306769
10036283117|toilets||yes||yes|45.5113177|9.2027108
10036294917|toilets||yes||no|45.4475319|9.1341897
10036294918|toilets||yes||yes|45.4550725|9.1321107
10036315017|toilets||yes||yes|45.4573367|9.2196232
10036320517|toilets||yes||yes|45.4535444|9.2284949
10036320518|toilets||yes||yes|45.4526373|9.2270609
10036323917|toilets||yes||yes|45.4559244|9.2412640
10036330117|toilets||yes||yes|45.4577750|9.2424474
10036335517|toilets||yes||no|45.4860253|9.2408430
10036340617|toilets||yes||yes|45.4757732|9.1374212
10036346017|toilets||yes||yes|45.4777079|9.1611112
10036347418|toilets||yes||no|45.4846817|9.1674402
10036348717|toilets||yes||yes|45.4799415|9.1671283
10036352717|toilets||yes||no|45.4872966|9.1567110
10036406217|toilets||yes|||45.4335921|9.2312187
10036406218|toilets||yes|||45.4336151|9.2316905
10219401594|toilets||no||no|45.4901314|9.1754450
10316668777|toilets|||||45.5036522|9.3723282
10537453114|toilets|||||45.4776777|9.2469824
10548627497|toilets|||||45.5766059|9.4840576
10618245918|toilets|||||45.3604517|9.2162338
10651713905|toilets||no|||45.5123059|9.1741095
10665098205|toilets||no|24/7||45.4605994|9.2792432
10699261552|toilets|||||45.4802058|9.2276771
10699261553|toilets|||||45.4795311|9.2290966
10758536482|toilets|||||45.4561056|9.3450202
10771368418|toilets||no|||45.4751761|9.2291716
10795503194|toilets|||||45.4679721|9.2862221
10833610566|toilets|||||45.4721731|9.1894373
11017526650|toilets|||||45.4584707|9.1698495
11019780945|toilets|||||45.4287434|9.2545457
11356066712|toilets||no|||45.5135897|9.2146178
11414487435|toilets|||||45.3607979|9.2170035
11472516278|toilets|||||45.5130047|9.0965241
11472516279|toilets|||||45.5130385|9.0965134
11509497811|toilets||no|||45.4351823|8.8296369
11509497812|toilets||no|||45.4352014|8.8296579
11552177518|toilets|||||45.5128190|9.0993726
11552177520|toilets|||||45.5127852|9.0993807
11645557026|toilets|||||45.4714541|8.8785812
11730107901|toilets||no||no|45.4758030|9.2349521
11730837534|toilets||no||no|45.4774472|9.2351702
11753167454|toilets|||||45.4857902|9.1049711
11753167455|toilets|||||45.4820510|9.1076506
11879012869|toilets||yes||yes|45.4876133|9.1912630
11879033569|toilets||no||yes|45.4865322|9.1911644
11891071470|toilets||yes|||45.5145032|9.1655379
11897089069|toilets||no|||45.5376903|9.2098595
11952145395|toilets||||yes|45.5594087|9.0418783
11952145421|toilets||no||yes|45.5587290|9.0389145
11959822964|toilets||no|||45.4648577|9.1920090
11959822965|toilets||no|||45.4648828|9.1915897
11959822966|toilets||no|||45.4649546|9.1915829
