@id|leisure|name|opening_hours|indoor|fee|supervised|@lat|@lon
4128122634|playground||||||45.6261486|9.3181897
4128765348|playground||||||45.7720592|9.2373947
4128765349|playground||||||45.7721569|9.2372821
4128988929|playground||||||46.0564165|11.4696490
4130414733|playground||||||46.7133322|11.1893158
4130829184|playground||||||46.3338433|10.3531224
4134684953|playground||||||46.6954397|11.1692976
4135079619|playground||||||44.3607457|11.8491193
4135112008|playground||||||44.3555666|11.8443861
4135131903|playground||||||44.3600107|11.8459979
4138682146|playground||||||45.0426240|7.6168178
4140843565|playground||||||46.7296656|11.1998836
4141143690|playground||24/7||||38.0812556|13.2916932
4141595349|playground||||||43.7262388|10.5149731
4142346135|playground||||||46.0286399|10.3373056
4144167601|playground||||||44.5068539|11.3776419
4144252473|playground||||||45.4717290|11.6127182
4146700949|playground||||||45.6827286|7.8581037
4148862733|playground||||||46.7211817|11.1991252
4151236365|playground||||||45.7111734|7.8809847
4157023923|playground||||||45.5898230|9.2934532
4157651177|playground||||||42.8150826|10.4279674
4157876213|playground||||||39.2413872|8.4695872
4158622947|playground||||||44.7139966|11.3169158
4162749671|playground||||||45.7322220|7.7124956
4163858332|playground||||||45.8901828|13.5006008
4167228414|playground||||||43.1888246|11.6681877
4167844432|playground||||||45.8260668|8.8103656
4171222254|playground||||||45.5462958|9.2384097
4171256789|playground||||||45.8072695|8.6749248
4172265739|playground||||||38.0239803|14.4414324
4172944875|playground||||||45.3649913|10.7245915
4175907629|playground||||||46.6847507|11.1594719
4179324273|playground||||||46.4923564|11.3210211
4179375532|playground||||||46.0649139|11.1589724
4179375579|playground||||||46.0652777|11.1592132
4183085950|playground||||||42.8135475|10.4010138
4183396233|playground||||||45.7799768|7.8250616
4183568934|playground||||||45.0168758|12.1149918
4188110648|playground||||||46.6771023|11.0608915
4188117507|playground||||||44.0071928|8.1723769
4190903209|playground||||||45.7633947|8.5548760
4191426199|playground||||||38.0244029|15.3830440
4192356363|playground||||||46.3958830|11.2372328
